"customerid","contract","tenure","monthlycharges","churn","internetservice","paymentmethod","health_score"
"6243-OZGFH","Month-to-month",23,44.95,"No","DSL","Electronic check",50
"4654-DLAMQ","One year",64,97,"No","Fiber optic","Bank transfer (automatic)",90
"0513-RBGPE","Two year",37,62.8,"No","DSL","Credit card (automatic)",80
"5160-UXJED","One year",17,44.6,"No","DSL","Mailed check",60
"4115-NZRKS","Month-to-month",7,89.15,"No","Fiber optic","Electronic check",50
"0219-YTZUE","Month-to-month",4,84.8,"Yes","Fiber optic","Bank transfer (automatic)",50
"0623-IIHUG","Month-to-month",21,41.9,"Yes","DSL","Electronic check",50
"4572-DVCGN","Month-to-month",10,80.25,"Yes","Fiber optic","Bank transfer (automatic)",50
"3351-NGXYI","Month-to-month",16,54.1,"No","DSL","Electronic check",50
"8984-EYLLL","Two year",64,105.25,"No","Fiber optic","Electronic check",100
"9057-MSWCO","Month-to-month",27,30.75,"Yes","DSL","Credit card (automatic)",60
"9833-TGFHX","One year",42,97.1,"No","Fiber optic","Electronic check",80
"9294-TDIPC","Month-to-month",5,20.2,"No","No","Mailed check",30
"5229-DTFYB","Two year",41,98.8,"No","Fiber optic","Bank transfer (automatic)",90
"0104-PPXDV","One year",58,50.3,"No","DSL","Credit card (automatic)",80
"5176-LMJXE","Two year",47,20.55,"No","No","Mailed check",70
"3583-KRKMD","Month-to-month",18,75.9,"No","Fiber optic","Bank transfer (automatic)",60
"1010-DIAUQ","Month-to-month",5,96.5,"Yes","Fiber optic","Bank transfer (automatic)",50
"9069-LGEUL","Month-to-month",23,59.95,"No","DSL","Bank transfer (automatic)",50
"7302-ZHMHP","Month-to-month",1,19.15,"No","No","Mailed check",30
"9571-EDEBV","One year",71,98.65,"No","Fiber optic","Credit card (automatic)",90
"3520-FJGCV","Two year",72,112.6,"No","Fiber optic","Credit card (automatic)",100
"6563-VRERX","One year",33,20.6,"No","No","Mailed check",60
"0259-GBZSH","Month-to-month",2,85.65,"Yes","Fiber optic","Electronic check",50
"6122-EFVKN","Two year",24,35.75,"No","DSL","Mailed check",70
"2805-EDJPQ","One year",56,99.75,"No","Fiber optic","Credit card (automatic)",90
"6862-CQUMB","Month-to-month",37,96.1,"No","Fiber optic","Credit card (automatic)",70
"7156-MXBJE","One year",43,85.1,"No","DSL","Credit card (automatic)",80
"6158-HDPXZ","Month-to-month",1,25.35,"No","DSL","Mailed check",30
"9601-BRXPO","Month-to-month",25,104.95,"Yes","Fiber optic","Bank transfer (automatic)",70
"2863-IMQDR","Two year",61,89.65,"No","DSL","Electronic check",100
"5686-CMAWK","One year",17,86.75,"No","Fiber optic","Electronic check",70
"5651-CRHKQ","One year",41,86.2,"No","Fiber optic","Bank transfer (automatic)",80
"6905-NIQIN","Month-to-month",1,50.65,"Yes","DSL","Mailed check",40
"8204-YJCLA","Two year",72,64.8,"No","DSL","Bank transfer (automatic)",90
"5167-ZFFMM","Month-to-month",1,90.85,"Yes","Fiber optic","Credit card (automatic)",50
"6583-SZVGP","Two year",48,108.1,"No","Fiber optic","Bank transfer (automatic)",90
"4895-TMWIR","Month-to-month",11,19.95,"Yes","No","Mailed check",30
"0533-BNWKF","Month-to-month",55,85.45,"Yes","Fiber optic","Electronic check",80
"1708-PBBOA","One year",42,54.75,"No","DSL","Electronic check",70
"8782-LKFPK","Month-to-month",44,90.4,"No","Fiber optic","Mailed check",70
"5522-JBWMO","Month-to-month",1,44,"No","DSL","Electronic check",40
"3597-MVHJT","Month-to-month",27,95.6,"No","Fiber optic","Bank transfer (automatic)",70
"9774-NRNAU","Month-to-month",27,84.8,"No","DSL","Bank transfer (automatic)",70
"0224-RLWWD","Month-to-month",2,44.3,"No","DSL","Electronic check",40
"9967-ATRFS","Month-to-month",19,19.9,"No","No","Mailed check",40
"3951-NJCVI","Month-to-month",42,95.05,"No","Fiber optic","Electronic check",70
"2977-CEBSX","Two year",66,90.05,"No","DSL","Credit card (automatic)",100
"0177-PXBAT","Month-to-month",33,109.9,"No","Fiber optic","Bank transfer (automatic)",70
"6599-CEBNN","Month-to-month",34,73.95,"Yes","Fiber optic","Credit card (automatic)",70
"2519-ERQOJ","Month-to-month",33,54.6,"No","DSL","Electronic check",60
"5876-QMYLD","One year",23,20.05,"No","No","Mailed check",50
"2277-AXSDC","One year",32,19.75,"No","No","Bank transfer (automatic)",60
"9442-JTWDL","One year",11,20.05,"No","No","Credit card (automatic)",40
"0979-PHULV","Month-to-month",69,99.45,"Yes","Fiber optic","Credit card (automatic)",80
"3067-SVMTC","One year",68,55.9,"No","DSL","Bank transfer (automatic)",80
"5495-GPSRW","Two year",20,19.7,"No","No","Mailed check",60
"7606-BPHHN","Two year",72,19.8,"No","No","Credit card (automatic)",80
"4742-DRORA","One year",60,95.4,"No","Fiber optic","Bank transfer (automatic)",90
"0111-KLBQG","Month-to-month",32,93.95,"No","Fiber optic","Mailed check",70
"4800-VHZKI","Month-to-month",1,19.9,"Yes","No","Mailed check",30
"7989-CHGTL","Month-to-month",1,19.6,"Yes","No","Mailed check",30
"0334-GDDSO","Month-to-month",3,81.35,"Yes","Fiber optic","Electronic check",50
"4163-NCJAK","One year",46,24.45,"No","No","Bank transfer (automatic)",60
"5233-AOZUF","Month-to-month",29,74.95,"No","Fiber optic","Electronic check",70
"5973-EJGDP","Month-to-month",51,87.35,"No","Fiber optic","Electronic check",80
"1996-DBMUS","Month-to-month",48,70.65,"No","Fiber optic","Bank transfer (automatic)",70
"7916-VCCPB","Month-to-month",16,73.25,"No","Fiber optic","Bank transfer (automatic)",60
"4686-GEFRM","Two year",70,98.7,"No","Fiber optic","Bank transfer (automatic)",100
"5249-QYHEX","Two year",40,24.8,"No","No","Mailed check",70
"0578-SKVMF","Month-to-month",22,83.3,"Yes","Fiber optic","Electronic check",60
"5564-NEMQO","Month-to-month",1,75.3,"Yes","Fiber optic","Bank transfer (automatic)",50
"2233-FAGXV","Month-to-month",5,24.3,"No","No","Mailed check",30
"5605-IYGFG","Month-to-month",7,69.85,"No","Fiber optic","Bank transfer (automatic)",40
"7663-ZTEGJ","One year",29,100.55,"No","Fiber optic","Credit card (automatic)",80
"3935-TBRZZ","One year",44,25.7,"No","No","Mailed check",60
"8111-BKVDS","Month-to-month",10,40.7,"No","DSL","Bank transfer (automatic)",40
"2055-SIFSS","Month-to-month",55,51.65,"No","DSL","Bank transfer (automatic)",70
"2806-MLNTI","One year",52,105.1,"No","Fiber optic","Bank transfer (automatic)",90
"8734-DKSTZ","Month-to-month",10,85.95,"No","Fiber optic","Electronic check",50
"4360-PNRQB","Month-to-month",18,75.6,"No","Fiber optic","Bank transfer (automatic)",60
"6152-ONASV","One year",68,58.25,"No","DSL","Bank transfer (automatic)",80
"9063-ZGTUY","Month-to-month",61,19.4,"Yes","No","Mailed check",60
"7781-HVGMK","Two year",72,65.2,"No","DSL","Credit card (automatic)",90
"2181-UAESM","Month-to-month",2,53.45,"No","DSL","Electronic check",40
"2957-LOLHO","Month-to-month",12,45.4,"Yes","DSL","Bank transfer (automatic)",40
"6048-NJXHX","Two year",41,19.75,"No","No","Electronic check",70
"2320-SLKMB","Month-to-month",26,44.45,"No","DSL","Credit card (automatic)",60
"4980-URKXC","One year",36,20.85,"No","No","Bank transfer (automatic)",60
"4376-KFVRS","Two year",72,114.05,"No","Fiber optic","Credit card (automatic)",100
"5886-VLQVU","Month-to-month",35,89.85,"No","Fiber optic","Bank transfer (automatic)",70
"3577-AMVUX","Month-to-month",1,55.05,"No","DSL","Mailed check",40
"0771-WLCLA","Month-to-month",16,112.95,"No","Fiber optic","Electronic check",60
"5628-RKIFK","Month-to-month",49,101.55,"No","Fiber optic","Credit card (automatic)",80
"0206-TBWLC","One year",54,114.65,"No","Fiber optic","Mailed check",90
"2937-FTHUR","Month-to-month",18,64.8,"No","DSL","Electronic check",50
"1910-FMXJM","Month-to-month",36,80.4,"No","Fiber optic","Electronic check",70
"7752-XUSCI","Month-to-month",60,105.9,"Yes","Fiber optic","Electronic check",80
"4110-PFEUZ","Month-to-month",1,69.55,"Yes","Fiber optic","Mailed check",40
"0732-OCQOC","Two year",52,25.05,"No","No","Bank transfer (automatic)",80
"5168-MSWXT","Month-to-month",8,94.75,"No","Fiber optic","Electronic check",50
"1090-ESELR","Two year",72,105.5,"No","Fiber optic","Bank transfer (automatic)",100
"8592-PLTMQ","One year",64,24.7,"No","No","Mailed check",70
"5760-WRAHC","Month-to-month",22,69.75,"No","DSL","Mailed check",50
"8847-GEOOQ","Month-to-month",60,60.2,"No","DSL","Bank transfer (automatic)",70
"0256-LTHVJ","Month-to-month",28,81.05,"Yes","Fiber optic","Electronic check",70
"4785-FCIFB","Two year",61,24.4,"No","No","Mailed check",80
"8313-NDOIA","Month-to-month",24,104.15,"No","Fiber optic","Electronic check",60
"5149-CUZUJ","One year",28,92.9,"No","Fiber optic","Bank transfer (automatic)",80
"0942-KOWSM","Two year",30,80.8,"No","DSL","Bank transfer (automatic)",90
"4237-CLSMM","Month-to-month",2,20,"No","No","Mailed check",30
"1452-VOQCH","Month-to-month",1,75.1,"No","Fiber optic","Electronic check",50
"4719-UMSIY","Month-to-month",6,19.65,"No","No","Mailed check",30
"6614-VBEGU","Month-to-month",24,69.45,"No","DSL","Bank transfer (automatic)",50
"0880-TKATG","Month-to-month",4,101.15,"Yes","Fiber optic","Electronic check",50
"3811-VBYBZ","Month-to-month",7,99.8,"Yes","Fiber optic","Electronic check",50
"1480-BKXGA","Two year",72,116.05,"No","Fiber optic","Bank transfer (automatic)",100
"2996-XAUVF","Two year",70,40.05,"No","DSL","Mailed check",90
"9076-AXYIK","Two year",64,102.1,"No","Fiber optic","Electronic check",100
"5968-XQIVE","One year",72,89.7,"No","Fiber optic","Electronic check",90
"8896-RAZCR","Two year",44,19.9,"No","No","Mailed check",70
"4640-UHDOS","Month-to-month",13,55.95,"Yes","DSL","Electronic check",50
"4933-IKULF","One year",17,20.65,"No","No","Mailed check",50
"3583-EKAPL","Month-to-month",1,55,"Yes","DSL","Electronic check",40
"1304-BCCFO","Month-to-month",9,70.05,"No","DSL","Mailed check",50
"4104-PVRPS","Month-to-month",24,53.6,"No","DSL","Mailed check",50
"9399-APLBT","Month-to-month",1,74.7,"Yes","Fiber optic","Electronic check",50
"2359-KMGLI","Month-to-month",24,80.25,"Yes","Fiber optic","Electronic check",60
"3780-DDGSE","Month-to-month",35,76.05,"No","DSL","Electronic check",70
"4431-EDMIQ","Month-to-month",7,75.7,"No","DSL","Electronic check",50
"0306-JAELE","Month-to-month",5,96.1,"Yes","Fiber optic","Electronic check",50
"6227-HWPWX","Month-to-month",15,69,"Yes","Fiber optic","Bank transfer (automatic)",50
"0486-LGCCH","Two year",11,19.65,"No","No","Mailed check",50
"0447-BEMNG","Month-to-month",48,45.3,"Yes","DSL","Bank transfer (automatic)",60
"4612-SSVHJ","Month-to-month",20,81.45,"No","Fiber optic","Electronic check",60
"5168-MQQCA","One year",72,108.5,"No","Fiber optic","Bank transfer (automatic)",90
"5949-XIKAE","Month-to-month",8,83.55,"Yes","Fiber optic","Electronic check",50
"7971-HLVXI","Two year",72,84.5,"No","Fiber optic","Credit card (automatic)",100
"9094-AZPHK","Month-to-month",15,100.15,"No","Fiber optic","Electronic check",60
"3649-JPUGY","Two year",72,88.6,"No","DSL","Bank transfer (automatic)",100
"4472-LVYGI","Two year",0,52.55,"No","DSL","Bank transfer (automatic)",60
"8372-JUXUI","Month-to-month",1,74.35,"Yes","Fiber optic","Electronic check",50
"3552-CTCYF","Two year",63,104.8,"No","Fiber optic","Bank transfer (automatic)",100
"6778-YSNIH","Month-to-month",2,59,"No","DSL","Electronic check",40
"0388-EOPEX","Month-to-month",2,74.4,"Yes","Fiber optic","Electronic check",50
"5756-OZRIO","One year",61,64.05,"No","DSL","Bank transfer (automatic)",80
"6579-JPICP","Month-to-month",1,20.4,"No","No","Mailed check",30
"8205-OTCHB","One year",22,43.75,"Yes","DSL","Bank transfer (automatic)",60
"4134-BSXLX","Month-to-month",28,60.9,"No","DSL","Mailed check",60
"0505-SPOOW","Two year",70,19.8,"No","No","Bank transfer (automatic)",80
"6235-VDHOM","Month-to-month",5,28.45,"Yes","DSL","Electronic check",30
"7783-YKGDV","Month-to-month",12,99.7,"Yes","Fiber optic","Bank transfer (automatic)",50
"4374-YMUSQ","One year",34,116.25,"No","Fiber optic","Credit card (automatic)",80
"4513-CXYIX","Two year",71,80.7,"No","Fiber optic","Credit card (automatic)",100
"3957-HHLMR","One year",70,65.2,"No","DSL","Bank transfer (automatic)",80
"7803-XOCCZ","Month-to-month",52,84.05,"No","Fiber optic","Bank transfer (automatic)",80
"5736-YEJAX","Two year",69,79.45,"No","DSL","Credit card (automatic)",100
"5609-CEBID","Month-to-month",20,94.1,"Yes","Fiber optic","Electronic check",60
"8981-FJGLA","Month-to-month",11,78,"No","Fiber optic","Mailed check",50
"7218-HKQFK","Month-to-month",2,94.2,"Yes","Fiber optic","Electronic check",50
"4636-QRJKY","Month-to-month",6,80.5,"Yes","Fiber optic","Electronic check",50
"1135-LMECX","Month-to-month",1,19.85,"No","No","Mailed check",30
"4332-MUOEZ","One year",20,94.3,"No","Fiber optic","Credit card (automatic)",70
"8535-SFUTN","Month-to-month",61,106.45,"No","Fiber optic","Electronic check",80
"5956-VKDTT","Month-to-month",5,74.35,"Yes","Fiber optic","Electronic check",50
"8677-HDZEE","Month-to-month",56,105.45,"No","Fiber optic","Bank transfer (automatic)",80
"2475-MROZF","Month-to-month",30,95,"No","Fiber optic","Credit card (automatic)",70
"9412-GHEEC","Month-to-month",40,104.8,"Yes","Fiber optic","Bank transfer (automatic)",70
"3482-ABPKK","One year",28,54.3,"No","DSL","Mailed check",70
"6705-LXORM","Month-to-month",5,70.05,"No","Fiber optic","Electronic check",50
"0257-ZESQC","Month-to-month",27,75.2,"Yes","Fiber optic","Bank transfer (automatic)",70
"7531-GQHME","Month-to-month",12,20.05,"No","No","Credit card (automatic)",30
"5174-ITUMV","One year",67,105.4,"No","Fiber optic","Electronic check",90
"4109-CYRBD","Month-to-month",29,51.6,"No","DSL","Electronic check",60
"0913-XWSCN","Month-to-month",55,85.5,"No","Fiber optic","Bank transfer (automatic)",80
"6825-UYPFK","Month-to-month",23,75.6,"Yes","Fiber optic","Bank transfer (automatic)",60
"8397-MVTAZ","Month-to-month",34,100.05,"Yes","Fiber optic","Electronic check",70
"0750-EBAIU","One year",52,91.25,"No","Fiber optic","Electronic check",90
"8606-CIQUL","Two year",72,115.75,"No","Fiber optic","Credit card (automatic)",100
"3571-DPYUH","One year",58,94.7,"No","Fiber optic","Credit card (automatic)",90
"7601-GNDYK","Two year",35,19.6,"No","No","Mailed check",70
"0356-OBMAC","Two year",56,99.9,"No","Fiber optic","Bank transfer (automatic)",100
"8067-NIOYM","Two year",24,21.1,"No","No","Credit card (automatic)",60
"1403-GYAFU","Two year",70,20.05,"No","No","Credit card (automatic)",80
"4234-XTNEA","Month-to-month",2,79.95,"No","Fiber optic","Electronic check",50
"1297-VQDRP","One year",68,107.15,"No","Fiber optic","Credit card (automatic)",90
"9282-IZGQK","Month-to-month",1,85,"Yes","Fiber optic","Electronic check",50
"5348-CAGXB","Month-to-month",12,89.55,"No","Fiber optic","Electronic check",50
"0621-HJWXJ","Month-to-month",63,81.55,"No","Fiber optic","Bank transfer (automatic)",80
"5844-QVTAT","One year",33,58.45,"No","DSL","Mailed check",70
"8905-IAZPF","One year",69,95.65,"No","Fiber optic","Credit card (automatic)",90
"5394-MEITZ","Two year",60,80.6,"No","DSL","Bank transfer (automatic)",100
"6859-QNXIQ","Two year",72,113.1,"No","Fiber optic","Bank transfer (automatic)",100
"2782-LFZVW","Month-to-month",11,58.95,"No","DSL","Mailed check",40
"2866-IKBTM","Month-to-month",1,19.55,"No","No","Mailed check",30
"1342-JPNKI","Month-to-month",10,86.05,"Yes","Fiber optic","Bank transfer (automatic)",50
"2817-NTQDO","Month-to-month",13,45.55,"Yes","DSL","Credit card (automatic)",50
"7129-AZJDE","One year",34,78.95,"No","Fiber optic","Bank transfer (automatic)",80
"6986-IJDHX","Month-to-month",39,86.3,"Yes","Fiber optic","Mailed check",70
"2560-PPCHE","One year",65,105.05,"No","Fiber optic","Bank transfer (automatic)",90
"4676-MQUEA","One year",50,101.9,"No","Fiber optic","Bank transfer (automatic)",90
"8138-EALND","Month-to-month",15,19.75,"No","No","Mailed check",40
"3580-HYCSP","Two year",72,110.3,"No","Fiber optic","Bank transfer (automatic)",100
"1352-HNSAW","Two year",72,115.6,"No","Fiber optic","Bank transfer (automatic)",100
"2075-PUEPR","Two year",55,19.35,"No","No","Bank transfer (automatic)",80
"1982-FEBTD","Two year",23,25.6,"No","No","Credit card (automatic)",60
"5301-GAUUY","Month-to-month",32,80.35,"Yes","Fiber optic","Bank transfer (automatic)",70
"5791-KAJFD","One year",56,68.75,"No","DSL","Bank transfer (automatic)",80
"2654-VBVPB","Month-to-month",1,19.9,"No","No","Bank transfer (automatic)",30
"1154-HYWWO","One year",38,70.6,"No","DSL","Mailed check",80
"2501-XWWTZ","Month-to-month",11,70.2,"No","Fiber optic","Electronic check",50
"3716-UVSPD","Month-to-month",1,49.3,"No","DSL","Electronic check",40
"6815-ABQFQ","One year",56,107.25,"No","Fiber optic","Electronic check",90
"7343-EOBEU","Month-to-month",3,23.6,"No","No","Mailed check",30
"3701-SFMUH","Month-to-month",7,69.7,"No","DSL","Credit card (automatic)",40
"6103-LIANB","Two year",59,99.5,"No","Fiber optic","Credit card (automatic)",100
"7319-VENRZ","Month-to-month",7,64.3,"No","DSL","Bank transfer (automatic)",40
"5846-NEQVZ","Two year",71,70.85,"No","DSL","Credit card (automatic)",100
"6967-QIQRV","One year",15,101.9,"No","Fiber optic","Electronic check",70
"5781-RFZRP","Two year",71,73.5,"No","DSL","Credit card (automatic)",100
"0939-YAPAF","Month-to-month",35,100.25,"Yes","Fiber optic","Electronic check",70
"0308-IVGOK","One year",11,40.4,"No","DSL","Credit card (automatic)",50
"7293-LSCDV","Two year",60,19.25,"No","No","Credit card (automatic)",80
"7025-WCBNE","Two year",47,59.6,"No","DSL","Bank transfer (automatic)",80
"5756-JYOJT","One year",11,64.9,"No","DSL","Credit card (automatic)",50
"4710-FDUIZ","One year",56,100.3,"Yes","Fiber optic","Credit card (automatic)",90
"6030-REHUX","Month-to-month",28,110.85,"No","Fiber optic","Electronic check",70
"9548-LIGTA","Two year",61,81.05,"No","DSL","Mailed check",100
"5150-LJNSR","One year",31,98.05,"No","Fiber optic","Bank transfer (automatic)",80
"8270-RKSAP","Month-to-month",9,70.5,"No","Fiber optic","Electronic check",50
"6522-YRBXD","Month-to-month",35,94.55,"No","Fiber optic","Electronic check",70
"2640-LYMOV","Month-to-month",2,19.65,"No","No","Mailed check",30
"1218-VKFPE","Month-to-month",12,19,"Yes","No","Mailed check",30
"3627-FHKBK","Month-to-month",1,75.3,"Yes","Fiber optic","Mailed check",50
"2865-TCHJW","Month-to-month",4,89.2,"Yes","Fiber optic","Electronic check",50
"1423-BMPBQ","Month-to-month",1,19,"No","No","Mailed check",30
"2393-DIVAI","Month-to-month",3,20,"No","No","Mailed check",30
"5192-EBGOV","Month-to-month",1,85.7,"Yes","Fiber optic","Electronic check",50
"4568-KNYWR","Two year",52,63.25,"No","DSL","Credit card (automatic)",90
"8752-IMQOS","One year",5,20.1,"No","No","Mailed check",40
"0742-LAFQK","Two year",72,99.15,"No","Fiber optic","Electronic check",100
